sport,venue,zone,session_code,session_date,session_type,session_description,start_time,end_time
Swimming,2028 Stadium,Inglewood Zone,SWM16,2028-07-29,Final,Women's 50m Freestyle Semifinal; Men's 100m Butterfly Final; Men's 50m Backstroke Final; Women's 50m Breaststroke Final; Men's 800m Freestyle Final; Women's 200m Butterfly Semifinal; 4x100m Mixed Medley Relay Final,18:00:00,20:00:00
Swimming,2028 Stadium,Inglewood Zone,SWM17,2028-07-30,Final,Women's 50m Freestyle Final; Women's 200m Butterfly Final; Women's 800m Freestyle Final; Men's 4x100m Medley Relay Final; Women's 4x100m Medley Relay Final,15:00:00,16:30:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE01,2028-07-15,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64; Mixed Doubles Round of 16,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE02,2028-07-15,Preliminary,Men's Doubles Round of 16; Women's Doubles Round of 16,14:30:00,17:30:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE03,2028-07-15,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64,19:30:00,22:30:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE04,2028-07-16,Quarterfinal,Mixed Doubles Quarterfinal; Men's Singles Round of 64; Women's Singles Round of 64,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE05,2028-07-16,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64,15:30:00,18:30:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE06,2028-07-16,Semifinal,Mixed Doubles Semifinal; Men's Singles Round of 64; Women's Singles Round of 64,20:15:00,23:15:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE07,2028-07-17,Quarterfinal,Men's Doubles Quarterfinal; Women's Doubles Quarterfinal; Men's Singles Round of 64; Women's Singles Round of 64,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE08,2028-07-17,Preliminary,Men's Singles Round of 64; Women's Singles Round of 64,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE09,2028-07-17,Final,Mixed Doubles Bronze Medal Match; Mixed Doubles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE10,2028-07-18,Semifinal,Men's Doubles Semifinal; Men's Singles Round of 32; Women's Singles Round of 32,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE11,2028-07-18,Preliminary,Men's Singles Round of 32; Women's Singles Round of 32,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE12,2028-07-18,Final,Men's Doubles Bronze Medal Match; Men's Doubles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE13,2028-07-19,Semifinal,Women's Doubles Semifinal; Men's Singles Round of 32; Women's Singles Round of 32,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE14,2028-07-19,Preliminary,Men's Singles Round of 32; Women's Singles Round of 32,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE15,2028-07-19,Final,Women's Doubles Bronze Medal Match; Women's Doubles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE16,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE17,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE18,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,20:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE19,2028-07-21,Quarterfinal,Men's Singles Quarterfinal; Women's Singles Quarterfinal,10:00:00,13:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE20,2028-07-21,Quarterfinal,Men's Singles Quarterfinal; Women's Singles Quarterfinal,15:00:00,18:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE21,2028-07-21,Quarterfinal,Men's Singles Quarterfinal; Women's Singles Quarterfinal,21:00:00,23:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE22,2028-07-22,Semifinal,Women's Singles Semifinal,14:00:00,16:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE23,2028-07-22,Final,Women's Singles Bronze Medal Match; Women's Singles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE24,2028-07-23,Semifinal,Men's Singles Semifinal,14:00:00,16:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE25,2028-07-23,Final,Men's Singles Bronze Medal Match; Men's Singles Gold Medal Match,21:00:00,23:15:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE26,2028-07-24,Preliminary,Mixed Team Groups 1 and 2 Round 1,10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE27,2028-07-24,Preliminary,Mixed Team Groups 3 and 4 Round 1,17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE28,2028-07-25,Preliminary,Mixed Team Groups 1 and 2 Round 2,10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE29,2028-07-25,Preliminary,Mixed Team Groups 3 and 4 Round 2,17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE30,2028-07-26,Preliminary,Mixed Team Groups 1 and 2 Round 3,10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE31,2028-07-26,Preliminary,Mixed Team Groups 3 and 4 Round 3,17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE32,2028-07-27,Quarterfinal,Mixed Team Quarterfinal (2 Matches),10:00:00,15:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE33,2028-07-27,Quarterfinal,Mixed Team Quarterfinal (2 Matches),17:00:00,22:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE34,2028-07-28,Semifinal,Mixed Team Semifinal,12:30:00,15:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE35,2028-07-28,Semifinal,Mixed Team Semifinal,20:00:00,22:30:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE36,2028-07-29,Bronze,Mixed Team Bronze Medal Match,12:30:00,15:00:00
Table Tennis,LA Convention Center Hall 3,DTLA Zone,TTE37,2028-07-29,Final,Mixed Team Gold Medal Match,20:00:00,22:45:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW01,2028-07-26,Preliminary,Women's -49kg Round of 32; Men's -58kg Round of 32; Women's -49kg Round of 16; Men's -58kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW02,2028-07-26,Semifinal,Women's -49kg Quarterfinal; Men's -58kg Quarterfinal; Women's -49kg Semifinal; Men's -58kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW03,2028-07-26,Final,Women's -49kg Repechage Contests; Men's -58kg Repechage Contests; Women's -49kg Bronze Medal Contests; Men's -58kg Bronze Medal Contests; Women's -49kg Gold Medal Contest; Men's -58kg Gold Medal Contest,19:30:00,23:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW04,2028-07-27,Preliminary,Men's -68kg Round of 32; Women's -57kg Round of 32; Men's -68kg Round of 16; Women's -57kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW05,2028-07-27,Semifinal,Men's -68kg Quarterfinal; Women's -57kg Quarterfinal; Men's -68kg Semifinal; Women's -57kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW06,2028-07-27,Final,Men's -68kg Repechage Contests; Women's -57kg Repechage Contests; Men's -68kg Bronze Medal Contests; Women's -57kg Bronze Medal Contests; Men's -68kg Gold Medal Contest; Women's -57kg Gold Medal Contest,19:30:00,23:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW07,2028-07-28,Preliminary,Women's -67kg Round of 32; Men's -80kg Round of 32; Women's -67kg Round of 16; Men's -80kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW08,2028-07-28,Semifinal,Women's -67kg Quarterfinal; Men's -80kg Quarterfinal; Women's -67kg Semifinal; Men's -80kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW09,2028-07-28,Final,Women's -67kg Repechage Contests; Men's -80kg Repechage Contests; Women's -67kg Bronze Medal Contests; Men's -80kg Bronze Medal Contests; Women's -67kg Gold Medal Contest; Men's -80kg Gold Medal Contest,19:30:00,23:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW10,2028-07-29,Preliminary,Men's +80kg Round of 32; Men's +80kg Round of 16; Women's +67kg Round of 16,09:00:00,13:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW11,2028-07-29,Semifinal,Men's +80kg Quarterfinal; Women's +67kg Quarterfinal; Men's +80kg Semifinal; Women's +67kg Semifinal,15:00:00,18:00:00
Taekwondo,LA Convention Center Hall 1,DTLA Zone,TKW12,2028-07-29,Final,Men's +80kg Repechage Contests; Women's +67kg Repechage Contests; Men's +80kg Bronze Medal Contests; Women's +67kg Bronze Medal Contests; Men's +80kg Gold Medal Contest; Women's +67kg Gold Medal Contest,19:30:00,23:00:00
Tennis,Carson Center Court,Carson Zone,TEN01,2028-07-19,Preliminary,Mixed Doubles Round 1 (3 Matches),11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN02,2028-07-19,Preliminary,Mixed Doubles Round 1 (3 Matches),11:00:00,16:30:00
Tennis,Carson Court 2,Carson Zone,TEN03,2028-07-19,Preliminary,Mixed Doubles Round 1 (2 Matches),11:00:00,16:30:00
Tennis,Carson Center Court,Carson Zone,TEN04,2028-07-19,Quarterfinal,Mixed Doubles Quarterfinal (2 Matches),18:30:00,23:30:00
Tennis,Carson Court 1,Carson Zone,TEN05,2028-07-19,Quarterfinal,Mixed Doubles Quarterfinal (2 Matches),18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN06,2028-07-20,Semifinal,Mixed Doubles Semifinal (2 Matches),11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN07,2028-07-20,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,20:00:00
Tennis,Carson Court 2,Carson Zone,TEN08,2028-07-20,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,20:00:00
Tennis,Carson Courts 3-11,Carson Zone,TEN09,2028-07-20,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,20:00:00
Tennis,Carson Center Court,Carson Zone,TEN10,2028-07-20,Final,Mixed Doubles Bronze Medal Match; Mixed Doubles Gold Medal Match,18:30:00,00:00:00
Tennis,Carson Center Court,Carson Zone,TEN11,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1,11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN12,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Court 2,Carson Zone,TEN13,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Courts 3-11,Carson Zone,TEN14,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Center Court,Carson Zone,TEN15,2028-07-21,Preliminary,Men's and/or Women's Singles Round 1,18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN16,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2,11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN17,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Court 2,Carson Zone,TEN18,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Courts 3-11,Carson Zone,TEN19,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2; Men's and/or Women's Doubles Round 1,11:00:00,20:00:00
Tennis,Carson Center Court,Carson Zone,TEN20,2028-07-22,Preliminary,Men's and/or Women's Singles Round 2,18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN21,2028-07-23,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN22,2028-07-23,Preliminary,Men's Singles Round 2; Women's Singles Round 3; Men's and/or Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Court 2,Carson Zone,TEN23,2028-07-23,Preliminary,Men's Singles Round 2; Women's Singles Round 3; Men's and/or Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Courts 3-11,Carson Zone,TEN24,2028-07-23,Preliminary,Men's Singles Round 2; Women's Singles Round 3; Men's and/or Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Center Court,Carson Zone,TEN25,2028-07-23,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN26,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN27,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Court 2,Carson Zone,TEN28,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Courts 3-11,Carson Zone,TEN29,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00:00,20:00:00
Tennis,Carson Center Court,Carson Zone,TEN30,2028-07-24,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN31,2028-07-25,Semifinal,Men's Singles Quarterfinal; Women's Singles Semifinal,11:00:00,16:30:00
Tennis,Carson Court 1,Carson Zone,TEN32,2028-07-25,Semifinal,Men's Doubles Semifinal; Men's Singles Quarterfinal; Women's Doubles Quarterfinal,11:00:00,20:00:00
Tennis,Carson Court 2,Carson Zone,TEN33,2028-07-25,Semifinal,Men's Doubles Semifinal; Men's Singles Quarterfinal; Women's Doubles Quarterfinal,11:00:00,20:00:00
Tennis,Carson Courts 3-11,Carson Zone,TEN34,2028-07-25,Quarterfinal,Men's Singles Quarterfinal and/or Women's Doubles Quarterfinal,11:00:00,20:00:00
Tennis,Carson Center Court,Carson Zone,TEN35,2028-07-25,Semifinal,Men's Singles Quarterfinal; Women's Singles Semifinal,18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN36,2028-07-26,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,11:00:00,16:30:00
Tennis,Carson Center Court,Carson Zone,TEN37,2028-07-26,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,18:30:00,23:30:00
Tennis,Carson Center Court,Carson Zone,TEN38,2028-07-27,Final,Women's Singles Bronze Medal Match and/or; Women's Singles Gold Medal Match and/or; Men's Doubles Bronze Medal Match and/or; Men's Doubles Gold Medal Match,11:00:00,16:30:00
Tennis,Carson Center Court,Carson Zone,TEN39,2028-07-27,Final,Women's Singles Bronze Medal Match and/or; Women's Singles Gold Medal Match and/or; Men's Doubles Bronze Medal Match and/or; Men's Doubles Gold Medal Match,18:30:00,00:00:00
Tennis,Carson Center Court,Carson Zone,TEN40,2028-07-28,Final,Men's Singles Bronze Medal Match and/or; Men's Singles Gold Medal Match and/or; Women's Doubles Bronze Medal Match and/or; Women's Doubles Gold Medal Match,11:00:00,16:30:00
Tennis,Carson Center Court,Carson Zone,TEN41,2028-07-28,Final,Men's Singles Bronze Medal Match and/or; Men's Singles Gold Medal Match and/or; Women's Doubles Bronze Medal Match and/or; Women's Doubles Gold Medal Match,18:30:00,00:00:00
Trampoline Gymnastics,DTLA Arena,DTLA Zone,GTR01,2028-07-21,Final,Men's Qualification; Men's Final,12:30:00,15:15:00
Trampoline Gymnastics,DTLA Arena,DTLA Zone,GTR02,2028-07-21,Final,Women's Qualification; Women's Final,20:00:00,22:45:00
Triathlon,Venice Beach,Venice Zone,TRI01,2028-07-15,Final,Women's Individual,07:30:00,10:10:00
Triathlon,Venice Beach,Venice Zone,TRI02,2028-07-16,Final,Men's Individual,07:30:00,10:00:00
Triathlon,Venice Beach,Venice Zone,TRI03,2028-07-20,Final,Mixed Relay,08:00:00,10:00:00
Volleyball,Honda Center,Anaheim Zone,VVO01,2028-07-15,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO02,2028-07-15,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO03,2028-07-15,Preliminary,Men's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO04,2028-07-15,Preliminary,Men's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO05,2028-07-16,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO06,2028-07-16,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO07,2028-07-16,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO08,2028-07-16,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO09,2028-07-17,Preliminary,Women's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO10,2028-07-17,Preliminary,Women's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO11,2028-07-17,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO12,2028-07-17,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO13,2028-07-18,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO14,2028-07-18,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO15,2028-07-18,Preliminary,Men's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO16,2028-07-18,Preliminary,Men's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO17,2028-07-19,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO18,2028-07-19,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO19,2028-07-19,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO20,2028-07-19,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO21,2028-07-20,Preliminary,Women's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO22,2028-07-20,Preliminary,Women's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO23,2028-07-20,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO24,2028-07-20,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO25,2028-07-21,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO26,2028-07-21,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO27,2028-07-21,Preliminary,Men's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO28,2028-07-21,Preliminary,Men's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO29,2028-07-22,Preliminary,Men's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO30,2028-07-22,Preliminary,Men's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO31,2028-07-22,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO32,2028-07-22,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO33,2028-07-23,Preliminary,Women's Preliminary,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO34,2028-07-23,Preliminary,Women's Preliminary,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO35,2028-07-23,Preliminary,Women's Preliminary,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO36,2028-07-23,Preliminary,Women's Preliminary,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO37,2028-07-24,Quarterfinal,Men's Quarterfinal,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO38,2028-07-24,Quarterfinal,Men's Quarterfinal,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO39,2028-07-24,Quarterfinal,Men's Quarterfinal,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO40,2028-07-24,Quarterfinal,Men's Quarterfinal,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO41,2028-07-25,Quarterfinal,Women's Quarterfinal,09:00:00,11:30:00
Volleyball,Honda Center,Anaheim Zone,VVO42,2028-07-25,Quarterfinal,Women's Quarterfinal,13:00:00,15:30:00
Volleyball,Honda Center,Anaheim Zone,VVO43,2028-07-25,Quarterfinal,Women's Quarterfinal,17:00:00,19:30:00
Volleyball,Honda Center,Anaheim Zone,VVO44,2028-07-25,Quarterfinal,Women's Quarterfinal,21:00:00,23:30:00
Volleyball,Honda Center,Anaheim Zone,VVO45,2028-07-26,Semifinal,Men's Semifinal,11:00:00,13:30:00
Volleyball,Honda Center,Anaheim Zone,VVO46,2028-07-26,Semifinal,Men's Semifinal,16:00:00,18:30:00
Volleyball,Honda Center,Anaheim Zone,VVO47,2028-07-27,Semifinal,Women's Semifinal,11:00:00,13:30:00
Volleyball,Honda Center,Anaheim Zone,VVO48,2028-07-27,Semifinal,Women's Semifinal,16:00:00,18:30:00
Volleyball,Honda Center,Anaheim Zone,VVO49,2028-07-28,Bronze,Men's Bronze Medal Match,20:30:00,23:00:00
Volleyball,Honda Center,Anaheim Zone,VVO50,2028-07-29,Final,Men's Gold Medal Match,10:00:00,13:15:00
Volleyball,Honda Center,Anaheim Zone,VVO51,2028-07-29,Bronze,Women's Bronze Medal Match,14:45:00,17:15:00
Volleyball,Honda Center,Anaheim Zone,VVO52,2028-07-30,Final,Women's Gold Medal Match,10:00:00,13:15:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO01,2028-07-12,Preliminary,Men's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO02,2028-07-12,Preliminary,Men's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO03,2028-07-12,Preliminary,Men's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO04,2028-07-13,Preliminary,Women's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO05,2028-07-13,Preliminary,Women's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO06,2028-07-13,Preliminary,Women's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO07,2028-07-15,Preliminary,Men's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO08,2028-07-15,Preliminary,Men's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO09,2028-07-15,Preliminary,Men's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO10,2028-07-16,Preliminary,Women's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO11,2028-07-16,Preliminary,Women's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO12,2028-07-16,Preliminary,Women's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO13,2028-07-17,Preliminary,Men's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO14,2028-07-17,Preliminary,Men's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO15,2028-07-17,Preliminary,Men's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO16,2028-07-18,Preliminary,Women's Preliminary (2 Matches),10:00:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO17,2028-07-18,Preliminary,Women's Preliminary (2 Matches),14:30:00,17:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO18,2028-07-18,Preliminary,Women's Preliminary (2 Matches),19:00:00,22:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO19,2028-07-19,Quarterfinal,Men's Quarterfinal (2 Matches),11:30:00,14:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO20,2028-07-19,Quarterfinal,Men's Quarterfinal (2 Matches),17:00:00,20:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO21,2028-07-20,Quarterfinal,Women's Quarterfinal (2 Matches),11:30:00,14:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO22,2028-07-20,Quarterfinal,Women's Quarterfinal (2 Matches),17:00:00,20:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO23,2028-07-21,Semifinal,Men's Semifinal (2 Matches),11:30:00,14:30:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO24,2028-07-21,Semifinal,Women's Semifinal (2 Matches),17:00:00,20:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO25,2028-07-22,Bronze,Men's Bronze Medal Match,11:30:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO26,2028-07-22,Final,Men's Gold Medal Match,15:00:00,17:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO27,2028-07-23,Bronze,Women's Bronze Medal Match,11:30:00,13:00:00
Water Polo,Long Beach Aquatics Center,Long Beach Zone,WPO28,2028-07-23,Final,Women's Gold Medal Match,15:00:00,17:00:00
Weightlifting,Peacock Theater,DTLA Zone,WLF01,2028-07-25,Final,Men's 65kg,16:50:00,19:00:00
