sport,venue,session_code,session_date,session_type,session_description,start_time,end_time
3x3 Basketball,Valley Complex 3,BK301,2028-07-16,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00:00,16:00:00
3x3 Basketball,Valley Complex 3,BK302,2028-07-16,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30:00,19:30:00
3x3 Basketball,Valley Complex 3,BK303,2028-07-16,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00:00,23:00:00
3x3 Basketball,Valley Complex 3,BK304,2028-07-17,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00:00,16:00:00
3x3 Basketball,Valley Complex 3,BK305,2028-07-17,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30:00,19:30:00
3x3 Basketball,Valley Complex 3,BK306,2028-07-17,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00:00,23:00:00
3x3 Basketball,Valley Complex 3,BK307,2028-07-18,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00:00,16:00:00
3x3 Basketball,Valley Complex 3,BK308,2028-07-18,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30:00,19:30:00
3x3 Basketball,Valley Complex 3,BK309,2028-07-18,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00:00,23:00:00
3x3 Basketball,Valley Complex 3,BK310,2028-07-19,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00:00,16:00:00
3x3 Basketball,Valley Complex 3,BK311,2028-07-19,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30:00,19:30:00
3x3 Basketball,Valley Complex 3,BK312,2028-07-19,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00:00,23:00:00
3x3 Basketball,Valley Complex 3,BK313,2028-07-20,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00:00,16:00:00
3x3 Basketball,Valley Complex 3,BK314,2028-07-20,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30:00,19:30:00
3x3 Basketball,Valley Complex 3,BK315,2028-07-20,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00:00,23:00:00
3x3 Basketball,Valley Complex 3,BK316,2028-07-21,Preliminary,Men's Play-In (2 Games); Women's Play-In (2 Games),14:00:00,16:00:00
3x3 Basketball,Valley Complex 3,BK317,2028-07-21,Quarterfinal,Men's Quarterfinal (2 Games); Women's Quarterfinal (2 Games),17:30:00,19:30:00
3x3 Basketball,Valley Complex 3,BK318,2028-07-21,Quarterfinal,Men's Quarterfinal (2 Games); Women's Quarterfinal (2 Games),21:00:00,23:00:00
3x3 Basketball,Valley Complex 3,BK319,2028-07-22,Semifinal,Men's Semifinal (2 Games); Women's Semifinal (2 Games),17:00:00,19:00:00
3x3 Basketball,Valley Complex 3,BK320,2028-07-22,Final,Men's Bronze Medal Game; Women's Bronze Medal Game; Men's Gold Medal Game; Women's Gold Medal Game,21:00:00,23:30:00
Archery,N/A,ARC01,2028-07-19,N/A,Not Ticketed; Women's Compound Qualification Round; Men's Recurve Qualification Round,09:30:00,12:00:00
Archery,N/A,ARC02,2028-07-19,N/A,Not Ticketed; Men's Compound Qualification Round; Women's Recurve Qualification Round,13:30:00,16:30:00
Archery,Carson Stadium,ARC03,2028-07-21,Final,Compound Mixed Team 1/8 Elimination Round; Compound Mixed Team Quarterfinal; Compound Mixed Team Semifinal; Compound Mixed Team Bronze Medal Match; Compound Mixed Team Gold Medal Match,19:30:00,23:15:00
Archery,Carson Stadium,ARC04,2028-07-22,Preliminary,Men's Individual 1/32 Elimination Round; Women's Individual 1/32 Elimination Round; Men's Individual 1/16 Elimination Round; Women's Individual 1/16 Elimination Round,09:30:00,12:35:00
Archery,Carson Stadium,ARC05,2028-07-22,Preliminary,Men's Individual 1/32 Elimination Round; Women's Individual 1/32 Elimination Round; Men's Individual 1/16 Elimination Round; Women's Individual 1/16 Elimination Round,20:00:00,22:40:00
Archery,Carson Stadium,ARC06,2028-07-23,Preliminary,Men's Individual 1/32 Elimination Round; Women's Individual 1/32 Elimination Round; Men's Individual 1/16 Elimination Round; Women's Individual 1/16 Elimination Round,09:30:00,12:35:00
Archery,Carson Stadium,ARC07,2028-07-23,Preliminary,Men's Individual 1/32 Elimination Round; Women's Individual 1/32 Elimination Round; Men's Individual 1/16 Elimination Round; Women's Individual 1/16 Elimination Round,20:00:00,22:40:00
Archery,Carson Stadium,ARC08,2028-07-24,Preliminary,Women's Individual 1/32 Elimination Round; Women's Individual 1/16 Elimination Round,09:30:00,12:35:00
Archery,Carson Stadium,ARC09,2028-07-24,Final,Men's Team Quarterfinal; Men's Team Semifinal; Men's Team Bronze Medal Match; Men's Team Gold Medal Match,19:30:00,23:10:00
Archery,Carson Stadium,ARC10,2028-07-25,Preliminary,Men's Individual 1/32 Elimination Round; Men's Individual 1/16 Elimination Round,09:30:00,12:35:00
Archery,Carson Stadium,ARC11,2028-07-25,Final,Women's Team Quarterfinal; Women's Team Semifinal; Women's Team Bronze Medal Match; Women's Team Gold Medal Match,19:30:00,23:10:00
Archery,Carson Stadium,ARC12,2028-07-26,Preliminary,Mixed team 1/8 Elimination Round,09:30:00,12:05:00
Archery,Carson Stadium,ARC13,2028-07-26,Final,Mixed Team Quarterfinal; Mixed Team Semifinal; Mixed Team Bronze Medal Match; Mixed Team Gold Medal Match,20:00:00,23:10:00
Archery,Carson Stadium,ARC14,2028-07-27,Preliminary,Men's Individual 1/8 Elimination Round,09:30:00,11:15:00
Archery,Carson Stadium,ARC15,2028-07-27,Final,Men's Individual Quarterfinal; Men's Individual Semifinal; Men's Individual Bronze Medal Match; Men's Individual Gold Medal Match,20:30:00,22:50:00
Archery,Carson Stadium,ARC16,2028-07-28,Preliminary,Women's Individual 1/8 Elimination Round,09:30:00,11:15:00
Archery,Carson Stadium,ARC17,2028-07-28,Final,Women's Individual Quarterfinal; Women's Individual Semifinal; Women's Individual Bronze Medal Match; Women's Individual Gold Medal Match,20:30:00,22:50:00
Artistic Gymnastics,DTLA Arena,GAR01,2028-07-15,Preliminary,Men's Qualification 1,11:30:00,14:00:00
Artistic Gymnastics,DTLA Arena,GAR02,2028-07-15,Preliminary,Men's Qualification 2,15:30:00,18:00:00
Artistic Gymnastics,DTLA Arena,GAR03,2028-07-15,Preliminary,Men's Qualification 3,19:30:00,22:00:00
Artistic Gymnastics,DTLA Arena,GAR04,2028-07-16,Preliminary,Women's Qualification 1 and 2,09:45:00,13:35:00
Artistic Gymnastics,DTLA Arena,GAR05,2028-07-16,Preliminary,Women's Qualification 3,15:05:00,16:45:00
Artistic Gymnastics,DTLA Arena,GAR06,2028-07-16,Preliminary,Women's Qualification 4,18:15:00,19:55:00
Artistic Gymnastics,DTLA Arena,GAR07,2028-07-16,Preliminary,Women's Qualification 5,21:25:00,23:05:00
Artistic Gymnastics,DTLA Arena,GAR08,2028-07-17,Final,Men's Team Final,17:15:00,20:30:00
Artistic Gymnastics,DTLA Arena,GAR09,2028-07-18,Final,Women's Team Final,18:00:00,20:30:00
Artistic Gymnastics,DTLA Arena,GAR10,2028-07-19,Final,Men's All-Around Final,18:00:00,20:30:00
Artistic Gymnastics,DTLA Arena,GAR11,2028-07-20,Final,Women's All-Around Final,18:00:00,20:30:00
Artistic Gymnastics,DTLA Arena,GAR12,2028-07-22,Final,Men's/Women's Apparatus Finals,11:30:00,14:15:00
Artistic Gymnastics,DTLA Arena,GAR13,2028-07-23,Final,Men's/Women's Apparatus Finals,11:00:00,13:45:00
Artistic Gymnastics,DTLA Arena,GAR14,2028-07-24,Final,Men's/Women's Apparatus Finals,11:00:00,14:30:00
Artistic Gymnastics,DTLA Arena,GAR15,2028-07-25,Final,Mixed Team Final (Format and Duration Pending FIG Executive Committee Approval),16:00:00,18:30:00
Artistic Swimming,Long Beach Aquatics Center,SWA01,2028-07-25,Preliminary,Women's Duet Technical,11:00:00,13:00:00
Artistic Swimming,Long Beach Aquatics Center,SWA02,2028-07-26,Final,Women's Duet Free,11:00:00,13:15:00
Artistic Swimming,Long Beach Aquatics Center,SWA03,2028-07-27,Preliminary,Open Team Technical,11:00:00,12:30:00
Artistic Swimming,Long Beach Aquatics Center,SWA04,2028-07-28,Preliminary,Open Team Free,11:00:00,12:30:00
Artistic Swimming,Long Beach Aquatics Center,SWA05,2028-07-29,Final,Open Team Acrobatic,10:45:00,12:30:00
Athletics (Track & Field),LA Memorial Coliseum,ATH01,2028-07-15,Preliminary,Women's 100m Preliminary; Men's 100m Preliminary; Women's 5000m Round 1; Women's Shot Put Qualification A and B; Men's Pole Vault Qualification A and B; Women's 800m Round 1; Women's Hammer Throw Qualification A and B; Women's 100m Round 1; Men's 100m Round 1,09:00:00,13:30:00
Athletics (Track & Field),LA Memorial Coliseum,ATH02,2028-07-15,Final,"Men's High Jump Qualification A and B; Men's 400m Hurdles Round 1; Men's Discus Throw Qualification A and B; Women's Triple Jump Qualification A and B; Women's 400m Round 1; Women's Shot Put Final; Women's 100m Semifinal; Men's 10,000m Final; Women's 100m Final",17:00:00,20:20:00
Athletics (Track & Field),LA Memorial Coliseum,ATH03,2028-07-16,Preliminary,Men's Decathlon 100m Heats; Women's Discus Throw Qualification A and B; Men's Shot Put Qualification A and B; Men's Decathlon Long Jump A and B; Women's 800m Repechage; Mixed 4x400m Relay Round 1; Men's Long Jump Qualification A and B; Men's Decathlon Shot Put A and B; Men's 1500m Round 1,09:00:00,12:00:00
Athletics (Track & Field),LA Memorial Coliseum,ATH04,2028-07-16,Final,Men's Decathlon High Jump A and B; Men's Shot Put Final; Men's 100m Semifinal; Women's Hammer Throw Final; Mixed 4x400m Relay Final; Men's Decathlon 400m Heats; Men's 100m Final,15:15:00,19:00:00
Athletics (Track & Field),LA Memorial Coliseum,ATH05,2028-07-17,Final,Men's Decathlon 110m Hurdles Heats; Women's 3000m Steeplechase Round 1; Men's Decathlon Discus Throw A and B; Men's 400m Round 1; Women's Triple Jump Final; Men's 400m Hurdles Repechage; Men's Decathlon Pole Vault A and B; Women's 400m Repechage,09:00:00,14:00:00
Athletics (Track & Field),LA Memorial Coliseum,ATH06,2028-07-17,Final,Men's Pole Vault Final; Men's Decathlon Javelin Throw A and B; Mixed 4x100m Relay Round 1; Men's 1500m Repechage; Women's 800m Semifinal; Mixed 4x100m Relay Final; Men's Decathlon 1500m Final,16:30:00,19:30:00
Athletics (Track & Field),LA Memorial Coliseum,ATH07,2028-07-18,Final,Women's Pole Vault Qualification A and B; Men's 3000m Steeplechase Round 1; Women's 400m Hurdles Round 1; Men's Triple Jump Qualification A and B; Men's 110m Hurdles Round 1,09:30:00,12:10:00
Athletics (Track & Field),LA Memorial Coliseum,ATH08,2028-07-18,Final,Men's 200m Round 1; Men's High Jump Final; Men's Discus Throw Final; Women's 5000m Final; Men's 400m Hurdles Semifinal; Men's 1500m Semifinal; Women's 400m Semifinal; Women's 800m Final,15:50:00,18:55:00
Athletics (Track & Field),LA Memorial Coliseum,ATH09,2028-07-19,Final,Men's Hammer Throw Qualification A and B; Women's 400m Hurdles Repechage; Men's 400m Repechage; Women's Long Jump Qualification A and B; Men's 200m Repechage; Women's 3000m Steeplechase Final,09:35:00,12:00:00
Athletics (Track & Field),LA Memorial Coliseum,ATH10,2028-07-19,Final,Men's 110m Hurdles Repechage; Women's Discus Throw Final; Women's 1500m Round 1; Men's Long Jump Final; Women's 200m Round 1; Men's 1500m Final; Men's 400m Hurdles Final,16:00:00,18:40:00
Athletics (Track & Field),LA Memorial Coliseum,ATH11,2028-07-20,Final,Women's Javelin Throw Qualification A and B; Women's High Jump Qualification A and B; Men's 800m Round 1; Women's 200m Repechage; Men's 3000m Steeplechase Final,09:30:00,12:00:00
Athletics (Track & Field),LA Memorial Coliseum,ATH12,2028-07-20,Final,Women's Pole Vault Final; Women's 1500m Repechage; Men's Hammer Throw Final; Women's 400m Hurdles Semifinal; Men's 400m Semifinal; Men's 110m Hurdles Semifinal; Men's 200m Semifinal; Women's 400m Final,15:30:00,18:30:00
Athletics (Track & Field),LA Memorial Coliseum,ATH13,2028-07-21,Final,Women's Heptathlon 100m Hurdles Heats; Men's 5000m Round 1; Women's Heptathlon High Jump A and B; Women's 100m Hurdles Round 1; Men's Triple Jump Final; Men's 800m Repechage,09:35:00,12:25:00
Athletics (Track & Field),LA Memorial Coliseum,ATH14,2028-07-21,Final,"Women's Heptathlon Shot Put A and B; Men's Javelin Throw Qualification A and B; Women's 1500m Semifinal; Women's 200m Semifinal; Women's Heptathlon 200m Heats; Women's 10,000m Final; Men's 110m Hurdles Final; Men's 200m Final",16:15:00,19:20:00
Athletics (Track & Field),LA Memorial Coliseum,ATH15,2028-07-22,Final,Women's Heptathlon Long Jump A and B; Women's 100m Hurdles Repechage; Women's Heptathlon Javelin Throw A and B; Men's 800m Semifinal; Women's Long Jump Final; Men's 4x100m Relay Round 1; Women's 400m Hurdles Final; Men's 400m Final; Women's Heptathlon 800m Final; Women's 200m Final,14:05:00,18:20:00
Athletics (Track & Field),LA Memorial Coliseum,ATH16,2028-07-23,Final,Women's 4x400m Relay Round 1; Women's High Jump Final; Men's 4x400m Relay Round 1; Women's Javelin Throw Final; Women's 4x100m Relay Round 1; Women's 100m Hurdles Semifinal; Men's 800m Final; Women's 1500m Final; Men's 4x100m Relay Final,15:35:00,18:10:00
Athletics (Track & Field),LA Memorial Coliseum,ATH17,2028-07-24,Final,Men's Javelin Throw Final; Women's 4x100m Relay Final; Men's 5000m Final; Women's 100m Hurdles Final; Men's 4x400m Relay Final; Women's 4x400 Relay Final,16:35:00,18:25:00
Athletics (Race Walk),TBD,ATH18,2028-07-27,Final,Men's Half-Marathon Race Walk; Women's Half-Marathon Race Walk,07:30:00,11:35:00
Athletics (Marathon),Venice Beach Boardwalk - Start,ATH19,2028-07-29,Final,Women's Marathon,07:15:00,10:15:00
Athletics (Marathon),Venice Beach Boardwalk - Start,ATH20,2028-07-30,Final,Men's Marathon,07:15:00,10:15:00
Badminton,Galen Center,BDM01,2028-07-15,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,08:00:00,12:15:00
Badminton,Galen Center,BDM02,2028-07-15,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Women's Singles Group Play Stage,14:00:00,16:35:00
Badminton,Galen Center,BDM03,2028-07-15,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,18:30:00,23:05:00
Badminton,Galen Center,BDM04,2028-07-16,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,08:00:00,11:25:00
Badminton,Galen Center,BDM05,2028-07-16,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,14:00:00,16:35:00
Badminton,Galen Center,BDM06,2028-07-16,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,18:00:00,23:05:00
Badminton,Galen Center,BDM07,2028-07-17,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,08:00:00,11:25:00
Badminton,Galen Center,BDM08,2028-07-17,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,14:00:00,16:35:00
Badminton,Galen Center,BDM09,2028-07-17,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,19:00:00,23:05:00
Badminton,Galen Center,BDM10,2028-07-18,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,08:00:00,11:25:00
Badminton,Galen Center,BDM11,2028-07-18,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Women's Singles Group Play Stage,14:00:00,16:35:00
Badminton,Galen Center,BDM12,2028-07-18,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,19:00:00,23:05:00
Badminton,Galen Center,BDM13,2028-07-19,Quarterfinal,Mixed Doubles Quarterfinal; Men's Singles Group Play Stage; Women's Singles Group Play Stage,08:00:00,11:45:00
Badminton,Galen Center,BDM14,2028-07-19,Preliminary,Men's Singles Group Play Stage; Women's Singles Group Play Stage,14:00:00,16:35:00
Badminton,Galen Center,BDM15,2028-07-19,Preliminary,Men's Singles Group Play Stage; Women's Singles Group Play Stage,19:00:00,23:05:00
Badminton,Galen Center,BDM16,2028-07-20,Semifinal,Mixed Doubles Semifinal; Women's Doubles Quarterfinal; Women's Singles Round of 16,08:00:00,12:25:00
Badminton,Galen Center,BDM17,2028-07-20,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,14:00:00,17:25:00
Badminton,Galen Center,BDM18,2028-07-20,Quarterfinal,Men's Doubles Quarterfinal; Men's Singles Round of 16,20:00:00,23:25:00
Badminton,Galen Center,BDM19,2028-07-21,Final,Mixed Doubles Gold Medal Match; Mixed Doubles Bronze Medal Match; Women's Doubles Semifinal,08:00:00,13:05:00
Badminton,Galen Center,BDM20,2028-07-21,Semifinal,Men's Singles Quarterfinal; Men's Doubles Semifinal,16:00:00,23:05:00
Badminton,Galen Center,BDM21,2028-07-22,Final,Women's Doubles Gold Medal Match; Women's Doubles Bronze Medal Match,08:00:00,10:45:00
Badminton,Galen Center,BDM22,2028-07-22,Quarterfinal,Women's Singles Quarterfinal,18:30:00,23:15:00
Badminton,Galen Center,BDM23,2028-07-23,Final,Men's Doubles Gold Medal Match; Men's Singles Semifinal,08:00:00,11:35:00
Badminton,Galen Center,BDM24,2028-07-23,Bronze,Women's Singles Semifinal; Men's Doubles Bronze Medal Match,19:30:00,23:25:00
Badminton,Galen Center,BDM25,2028-07-24,Final,Men's Singles Gold Medal Match; Men's Singles Bronze Medal Match,08:00:00,10:45:00
Badminton,Galen Center,BDM26,2028-07-24,Final,Women's Singles Bronze Medal Match; Women's Singles Gold Medal Match,20:30:00,23:15:00
Baseball,Dodger Stadium,BSB01,2028-07-13,Preliminary,Men's Preliminary Round,11:00:00,14:00:00
Baseball,Dodger Stadium,BSB02,2028-07-13,Preliminary,Men's Preliminary Round,19:00:00,22:00:00
Baseball,Dodger Stadium,BSB03,2028-07-15,Preliminary,Men's Preliminary Round,11:00:00,14:00:00
Baseball,Dodger Stadium,BSB04,2028-07-15,Preliminary,Men's Preliminary Round,19:00:00,22:00:00
Baseball,Dodger Stadium,BSB05,2028-07-16,Preliminary,Men's Preliminary Round,11:00:00,14:00:00
Baseball,Dodger Stadium,BSB06,2028-07-16,Preliminary,Men's Preliminary Round,19:00:00,22:00:00
Baseball,Dodger Stadium,BSB07,2028-07-17,Preliminary,Men's Play-In Quarterfinal,11:00:00,14:00:00
Baseball,Dodger Stadium,BSB08,2028-07-17,Preliminary,Men's Play-In Quarterfinal,19:00:00,22:00:00
Baseball,Dodger Stadium,BSB09,2028-07-18,Semifinal,Men's Semifinal,11:00:00,14:00:00
Baseball,Dodger Stadium,BSB10,2028-07-18,Semifinal,Men's Semifinal,19:00:00,22:00:00
Baseball,Dodger Stadium,BSB11,2028-07-19,Bronze,Men's Bronze Medal Game,11:00:00,14:00:00
Baseball,Dodger Stadium,BSB12,2028-07-19,Final,Men's Gold Medal Game,19:00:00,22:30:00
Softball,OKC Softball Park,BSB13,2028-07-23,Preliminary,Women's Preliminary Round,09:00:00,11:30:00
Softball,OKC Softball Park,BSB14,2028-07-23,Preliminary,Women's Preliminary Round,16:00:00,18:30:00
Softball,OKC Softball Park,BSB15,2028-07-23,Preliminary,Women's Preliminary Round,20:00:00,22:30:00
Softball,OKC Softball Park,BSB16,2028-07-24,Preliminary,Women's Preliminary Round,09:00:00,11:30:00
Softball,OKC Softball Park,BSB17,2028-07-24,Preliminary,Women's Preliminary Round,16:00:00,18:30:00
Softball,OKC Softball Park,BSB18,2028-07-24,Preliminary,Women's Preliminary Round,20:00:00,22:30:00
Softball,OKC Softball Park,BSB19,2028-07-25,Preliminary,Women's Preliminary Round,09:00:00,11:30:00
Softball,OKC Softball Park,BSB20,2028-07-25,Preliminary,Women's Preliminary Round,16:00:00,18:30:00
Softball,OKC Softball Park,BSB21,2028-07-25,Preliminary,Women's Preliminary Round,20:00:00,22:30:00
Softball,OKC Softball Park,BSB22,2028-07-26,Preliminary,Women's Preliminary Round,09:00:00,11:30:00
Softball,OKC Softball Park,BSB23,2028-07-26,Preliminary,Women's Preliminary Round,16:00:00,18:30:00
Softball,OKC Softball Park,BSB24,2028-07-26,Preliminary,Women's Preliminary Round,20:00:00,22:30:00
Softball,OKC Softball Park,BSB25,2028-07-27,Preliminary,Women's Preliminary Round,09:00:00,11:30:00
Softball,OKC Softball Park,BSB26,2028-07-27,Preliminary,Women's Preliminary Round,16:00:00,18:30:00
Softball,OKC Softball Park,BSB27,2028-07-27,Preliminary,Women's Preliminary Round,20:00:00,22:30:00
Softball,OKC Softball Park,BSB28,2028-07-28,Bronze,Women's Bronze Medal Game,19:00:00,21:30:00
Softball,OKC Softball Park,BSB29,2028-07-29,Final,Women's Gold Medal Game,09:00:00,11:45:00
Basketball,Inglewood Dome,BKB01,2028-07-12,Preliminary,Women's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB02,2028-07-12,Preliminary,Women's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB03,2028-07-12,Preliminary,Women's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB04,2028-07-13,Preliminary,Men's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB05,2028-07-13,Preliminary,Women's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB06,2028-07-13,Preliminary,Women's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB07,2028-07-15,Preliminary,Men's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB08,2028-07-15,Preliminary,Men's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB09,2028-07-15,Preliminary,Men's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB10,2028-07-16,Preliminary,Women's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB11,2028-07-16,Preliminary,Women's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB12,2028-07-16,Preliminary,Women's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB13,2028-07-17,Preliminary,Women's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB14,2028-07-17,Preliminary,Men's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB15,2028-07-17,Preliminary,Men's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB16,2028-07-18,Preliminary,Men's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB17,2028-07-18,Preliminary,Men's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB18,2028-07-18,Preliminary,Men's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB19,2028-07-19,Preliminary,Women's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB20,2028-07-19,Preliminary,Women's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB21,2028-07-19,Preliminary,Women's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB22,2028-07-20,Preliminary,Women's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB23,2028-07-20,Preliminary,Men's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB24,2028-07-20,Preliminary,Men's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB25,2028-07-21,Preliminary,Men's Group Phase (2 Games),12:00:00,16:15:00
Basketball,Inglewood Dome,BKB26,2028-07-21,Preliminary,Men's Group Phase,18:00:00,19:45:00
Basketball,Inglewood Dome,BKB27,2028-07-21,Preliminary,Men's Group Phase,21:30:00,23:15:00
Basketball,Inglewood Dome,BKB28,2028-07-22,Quarterfinal,Women's Quarterfinal,13:00:00,15:00:00
Basketball,Inglewood Dome,BKB29,2028-07-22,Quarterfinal,Women's Quarterfinal,20:00:00,22:00:00
Basketball,Inglewood Dome,BKB30,2028-07-23,Quarterfinal,Women's Quarterfinal,13:00:00,15:00:00
Basketball,Inglewood Dome,BKB31,2028-07-23,Quarterfinal,Women's Quarterfinal,20:00:00,22:00:00
Basketball,Inglewood Dome,BKB32,2028-07-24,Quarterfinal,Men's Quarterfinal,13:00:00,15:00:00
Basketball,Inglewood Dome,BKB33,2028-07-24,Quarterfinal,Men's Quarterfinal,20:00:00,22:00:00
Basketball,Inglewood Dome,BKB34,2028-07-25,Quarterfinal,Men's Quarterfinal,13:00:00,15:00:00
Basketball,Inglewood Dome,BKB35,2028-07-25,Quarterfinal,Men's Quarterfinal,20:00:00,22:00:00
Basketball,Inglewood Dome,BKB36,2028-07-26,Semifinal,Women's Semifinal,16:00:00,18:00:00
Basketball,Inglewood Dome,BKB37,2028-07-26,Semifinal,Women's Semifinal,21:30:00,23:30:00
Basketball,Inglewood Dome,BKB38,2028-07-27,Semifinal,Men's Semifinal,16:00:00,18:00:00
Basketball,Inglewood Dome,BKB39,2028-07-27,Semifinal,Men's Semifinal,21:30:00,23:30:00
Basketball,Inglewood Dome,BKB40,2028-07-28,Bronze,Women's Bronze Medal Game,16:00:00,18:00:00
Basketball,Inglewood Dome,BKB41,2028-07-29,Bronze,Men's Bronze Medal Game,12:00:00,14:00:00
Basketball,Inglewood Dome,BKB42,2028-07-29,Final,Women's Gold Medal Game,16:00:00,18:15:00
Basketball,Inglewood Dome,BKB43,2028-07-30,Final,Men's Gold Medal Game,12:45:00,15:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV01,2028-07-15,Preliminary,Men's and/or Women's Preliminaries (3 Matches),09:00:00,12:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV02,2028-07-15,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00:00,18:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV03,2028-07-15,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00:00,23:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV04,2028-07-16,Preliminary,Men's and/or Women's Preliminaries (3 Matches),09:00:00,12:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV05,2028-07-16,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00:00,18:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV06,2028-07-16,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00:00,23:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV07,2028-07-17,Preliminary,Men's and/or Women's Preliminaries (3 Matches),09:00:00,12:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV08,2028-07-17,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00:00,18:00:00
Beach Volleyball,Alamitos Beach Stadium,VBV09,2028-07-17,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00:00,23:00:00
